index,temperature_avg,rainfall_mm,humidity_avg,woodfuel_production_m3,clean_fuel_access
2010-01-01,15.110758292471715,0.16677740960378246,69.39786722634207,24696.053690890032,2.0904677131874574
2010-01-02,15.129497724137899,0.16677740960378246,69.22613520766537,23224.091353912765,1.999053293999601
2010-01-03,15.149680390742464,0.16677740960378246,69.05463250182801,26714.576161312245,1.9121354314162782
2010-01-04,15.171300311725727,0.16677740960378246,68.88340992878305,24039.376108758534,2.106861252360152
2010-01-05,15.194351080638496,0.16677740960378246,68.71251822547418,20787.391422454057,2.0225054107682885
2010-01-06,15.218825867040472,0.16677740960378246,68.54200803080126,28542.569407901916,1.9420697519926244
2010-01-07,15.244717418524232,0.16677740960378246,68.37192987061484,26922.909406524017,1.9423526973660756
2010-01-08,15.272018062864287,0.16677740960378246,68.20233414274438,23554.556119637462,1.8159713844888907
2010-01-09,15.300719710290522,0.16677740960378246,68.03327110206423,20772.743909872814,2.0198381543014525
2010-01-10,15.330813855885374,0.16677740960378246,67.86479084560204,26804.66939872822,2.2093510331174193
2010-01-11,15.362291582104017,0.16677740960378246,67.69694329769388,25652.5230495461,2.1991028446977205
2010-01-12,15.395143561416827,0.16677740960378246,67.52977819519064,26169.18186266194,2.0357531450078605
2010-01-13,15.429360059073332,0.16677740960378246,67.36334507271992,23584.188658109586,1.9921366982583792
2010-01-14,15.464930935986821,0.16677740960378246,67.19769324800784,27986.20518847275,1.943486359205417
2010-01-15,15.501845651738783,0.16677740960378246,67.0328718072651,22373.936674374552,2.108223595369689
2010-01-16,15.540093267702257,0.16677740960378246,66.86892959064173,23488.719380119146,2.1690211786119202
2010-01-17,15.579662450283182,0.16677740960378246,66.70591517775469,22639.68255265039,2.0399610864246007
2010-01-18,15.620541474278784,0.16677740960378246,66.54387687329266,25016.809313140406,2.006254570336849
2010-01-19,15.662718226352016,0.16677740960378246,66.38286269270232,29091.230695513765,2.005790988754228
2010-01-20,15.706180208620985,0.16677740960378246,66.22292034796035,24777.055435441387,2.2362973155033297
2010-01-21,15.750914542362361,0.16677740960378246,66.06409723343533,25555.909555330767,2.1002384315902822
2010-01-22,15.796907971827608,0.16677740960378246,65.90644041184379,25947.51373562779,2.1120104749635114
2010-01-23,15.844146868170961,0.16677740960378246,65.74999660030446,22621.521068016384,2.258306929929142
2010-01-24,15.892617233487929,0.16677740960378246,65.59481215649505,24710.82858801068,2.1755479400333635
2010-01-25,15.942304704963195,0.16677740960378246,65.44093306491541,25362.21806532507,2.2193051044987637
2010-01-26,15.993194559126618,0.16677740960378246,65.28840492326137,23003.924637508175,1.9377496686278184
2010-01-27,16.045271716216114,0.16677740960378246,65.1372729289131,23542.275718202844,2.125678612923085
2010-01-28,16.098520744646123,0.16677740960378246,64.98758186554224,26304.342978252917,2.1836533683179797
2010-01-29,16.15292586558031,0.16677740960378246,64.83937608984147,29524.580216513874,2.0133636168934173
2010-01-30,16.208470957607187,0.16677740960378246,64.69269951838066,24076.44736898897,2.0981210447827534
2010-01-31,16.265139561517223,0.16677740960378246,64.54759561459349,21060.220982141876,2.1071142516997514
2010-02-01,16.322914885180072,0.16677740960378246,64.40410737589823,24416.062061560708,2.0465711381765015
2010-02-02,16.381779808520438,0.16677740960378246,64.26227732095676,26382.331415420933,1.9854265166768177
2010-02-03,16.441716888591127,0.16677740960378246,64.12214747707527,27828.6152549646,2.1747796767215517
2010-02-04,16.502708364741764,0.16677740960378246,63.98375936775078,27276.911763412296,2.337661636736826
2010-02-05,16.564736163881665,0.16677740960378246,63.84715400036672,25472.54160204228,2.1048031204390947
2010-02-06,16.627781905835274,0.16677740960378246,63.712371854041656,25149.313364511345,2.037633746215409
2010-02-07,16.69182690878861,0.16677740960378246,63.57945286763436,29106.295665296308,2.141833290631545
2010-02-08,16.756852194825093,0.16677740960378246,63.448436427909144,23725.998556215574,2.268416652868949
2010-02-09,16.822838495549114,0.16677740960378246,63.319361357864665,25686.25766746324,2.2280179521616814
2010-02-10,16.889766257795664,0.16677740960378246,63.19226590522984,22987.35867685078,2.2254849164536292
2010-02-11,16.95761564942437,0.16677740960378246,63.067187731130225,24840.970796932634,2.166801365693364
2010-02-12,17.026366565196184,0.16677740960378246,62.944163898928224,28750.028559503444,2.196301350763445
2010-02-13,17.095998632730996,0.16677740960378246,62.82323086324038,26275.006549499878,2.1745660228505908
